# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
245.0000 M200 872058 6 45.0000 Node55 Node25 9 N Node55->Node56->Node91->Node18->Node80->Node26->Node25
245.0000 M241 1069604 3 4.0000 Node56 Node17 9 N Node56->Node91->Node18->Node17
247.0000 M223 854957 4 24.0000 Node37 Node75 9 N Node37->Node38->Node95->Node76->Node75
250.0000 M249 1127135 1 1.0000 Node14 Node15 9 N Node14->Node15
250.0000 M244 1139230 2 6.0000 Node28 Node0 9 N Node28->Node84->Node0
250.0000 M140 1147290 4 110.0000 Node56 Node60 8 N Node56->Node91->Node18->Node87->Node60
251.0000 M245 953114 2 6.0000 Node18 Node56 9 N Node18->Node91->Node56
251.0000 M248 832812 1 3.0000 Node40 Node41 9 N Node40->Node41
251.0000 M250 1079714 1 1.0000 Node66 Node67 9 N Node66->Node67
258.0000 M235 936674 4 23.0000 Node61 Node55 9 N Node61->Node62->Node93->Node54->Node55
259.0000 M128 1162423 2 131.0000 Node54 Node42 7 N Node54->Node93->Node42
260.0000 M217 1155220 2 43.0000 Node54 Node42 9 N Node54->Node93->Node42
261.0000 M251 984866 3 10.0000 Node28 Node65 9 N Node28->Node88->Node66->Node65
261.0000 M256 1188943 2 5.0000 Node63 Node61 9 N Node63->Node62->Node61
265.0000 M262 1106351 3 3.0000 Node5 Node2 9 N Node5->Node4->Node3->Node2
268.0000 M242 1114819 2 26.0000 Node70 Node42 9 N Node70->Node93->Node42
270.0000 M264 1013147 5 6.0000 Node74 Node79 9 N Node74->Node75->Node76->Node77->Node78->Node79
270.0000 M130 871931 3 140.0000 Node54 Node41 7 N Node54->Node93->Node42->Node41
271.0000 M267 1137543 2 4.0000 Node42 Node2 9 N Node42->Node93->Node2
273.0000 M253 935919 3 20.0000 Node25 Node78 9 N Node25->Node26->Node87->Node78
276.0000 M193 1149490 4 83.0000 Node65 Node36 8 N Node65->Node66->Node88->Node91->Node36
276.0000 M269 1069146 5 7.0000 Node32 Node53 9 N Node32->Node82->Node12->Node94->Node54->Node53
276.0000 M266 1191052 3 10.0000 Node26 Node19 9 N Node26->Node87->Node18->Node19
278.0000 M260 804569 4 18.0000 Node71 Node47 9 N Node71->Node70->Node81->Node46->Node47
283.0000 M277 801446 2 6.0000 Node46 Node20 9 N Node46->Node88->Node20
283.0000 M263 816894 3 20.0000 Node67 Node26 9 N Node67->Node68->Node80->Node26
283.0000 M275 1176697 3 8.0000 Node13 Node54 9 N Node13->Node12->Node94->Node54
285.0000 M176 1023359 6 109.0000 Node55 Node15 8 N Node55->Node56->Node91->Node18->Node87->Node16->Node15
288.0000 M273 931486 4 15.0000 Node75 Node59 9 N Node75->Node76->Node92->Node58->Node59
290.0000 M243 827190 3 47.0000 Node40 Node23 9 N Node40->Node89->Node24->Node23
291.0000 M10 1027347 3 281.0000 Node10 Node75 5 N Node10->Node94->Node74->Node75
292.0000 M285 923116 2 7.0000 Node58 Node6 9 N Node58->Node92->Node6
292.0000 M271 866524 4 21.0000 Node71 Node65 9 N Node71->Node72->Node82->Node64->Node65
293.0000 M47 884614 4 246.0000 Node72 Node40 5 N Node72->Node93->Node52->Node89->Node40
296.0000 M294 1034703 2 2.0000 Node66 Node58 9 N Node66->Node95->Node58
296.0000 M283 938354 3 13.0000 Node28 Node65 9 N Node28->Node88->Node66->Node65
297.0000 M286 920678 3 11.0000 Node45 Node54 9 N Node45->Node46->Node81->Node54
298.0000 M278 811998 3 20.0000 Node10 Node75 9 N Node10->Node94->Node74->Node75
299.0000 M287 927216 3 12.0000 Node11 Node30 9 N Node11->Node12->Node85->Node30
301.0000 M291 1095653 3 10.0000 Node9 Node28 9 N Node9->Node8->Node84->Node28
305.0000 M282 858526 3 23.0000 Node77 Node30 9 N Node77->Node76->Node92->Node30
305.0000 M30 1111314 2 275.0000 Node24 Node40 5 N Node24->Node89->Node40
305.0000 M300 1066960 3 5.0000 Node30 Node59 9 N Node30->Node92->Node58->Node59
306.0000 M293 882837 4 13.0000 Node25 Node35 9 N Node25->Node24->Node86->Node34->Node35
306.0000 M290 867871 5 16.0000 Node8 Node3 9 N Node8->Node7->Node6->Node5->Node4->Node3
307.0000 M259 917519 5 48.0000 Node68 Node71 9 N Node68->Node80->Node78->Node87->Node70->Node71
309.0000 M304 1164200 3 5.0000 Node20 Node53 9 N Node20->Node94->Node54->Node53
311.0000 M308 922827 1 3.0000 Node58 Node59 9 N Node58->Node59
313.0000 M284 937315 4 29.0000 Node41 Node5 9 N Node41->Node40->Node89->Node4->Node5
313.0000 M310 1133283 2 3.0000 Node52 Node50 9 N Node52->Node51->Node50
314.0000 M311 940646 1 3.0000 Node12 Node11 9 N Node12->Node11
316.0000 M313 1146726 2 3.0000 Node60 Node68 9 N Node60->Node69->Node68
317.0000 M305 1123227 7 12.0000 Node72 Node79 9 N Node72->Node73->Node74->Node75->Node76->Node77->Node78->Node79
318.0000 M233 1050628 4 85.0000 Node59 Node13 8 N Node59->Node58->Node83->Node14->Node13
319.0000 M158 1086640 3 161.0000 Node14 Node57 7 N Node14->Node83->Node58->Node57
321.0000 M309 1069382 8 12.0000 Node58 Node50 9 N Node58->Node57->Node56->Node55->Node54->Node53->Node52->Node51->Node50
321.0000 M301 1090073 4 20.0000 Node33 Node45 9 N Node33->Node34->Node90->Node44->Node45
324.0000 M127 822565 5 197.0000 Node25 Node76 6 N Node25->Node24->Node89->Node40->Node83->Node76
325.0000 M322 1013264 2 3.0000 Node46 Node56 9 N Node46->Node91->Node56
325.0000 M318 1098960 4 7.0000 Node17 Node79 9 N Node17->Node18->Node84->Node78->Node79
